date,Dwarka_pm25,Dwarka_pm10,Dwarka_aqi,Mathura Road_pm25,Mathura Road_pm10,Mathura Road_aqi,Sri Aurobindo Marg_pm25,Sri Aurobindo Marg_pm10,Sri Aurobindo Marg_aqi,Patparganj_pm25,Patparganj_pm10,Patparganj_aqi
13-05-2024,81.20833333333333,254.58333333333334,232.79166666666666,57.9,238.4,220.5,74.1891891891892,182.97297297297297,177.54054054054055,74.95833333333333,257.0,223.58333333333334
14-05-2024,142.6060606060606,329.1818181818182,319.6868686868687,15.533333333333333,234.2,200.13333333333333,77.68852459016394,199.65573770491804,189.91803278688525,84.86868686868686,272.7171717171717,235.17171717171718
15-05-2024,112.375,294.80833333333334,268.475,70.26666666666667,236.86666666666667,219.33333333333334,78.04705882352941,185.14117647058825,178.04705882352943,87.08333333333333,284.64166666666665,258.8666666666667
16-05-2024,89.75,265.6666666666667,227.75,48.526315789473685,258.10526315789474,244.21052631578948,95.28865979381443,239.41237113402062,227.35051546391753,74.29166666666667,248.75,210.30833333333334
17-05-2024,82.5546218487395,332.89915966386553,309.83193277310926,52.6,247.75,228.85,61.72826086956522,182.6195652173913,163.2826086956522,74.78151260504201,268.96638655462186,238.6218487394958
18-05-2024,99.08333333333333,360.7083333333333,326.125,98.66666666666667,343.55555555555554,310.8888888888889,47.810810810810814,199.59459459459458,166.32432432432432,87.80851063829788,324.29787234042556,274.72340425531917
19-05-2024,109.04166666666667,333.9166666666667,299.625,81.82608695652173,368.04347826086956,346.0,75.96907216494846,233.50515463917526,206.06185567010309,72.45833333333333,273.25,231.83333333333334
20-05-2024,69.75,319.7083333333333,286.4583333333333,64.35,289.6,256.55,53.11224489795919,228.41836734693877,194.5408163265306,70.33333333333333,281.375,241.0
21-05-2024,63.416666666666664,277.5,232.20833333333334,18.652173913043477,264.7826086956522,226.95652173913044,75.46478873239437,278.5633802816901,247.7605633802817,71.49565217391304,296.32173913043476,255.02608695652174
22-05-2024,65.84166666666667,223.55833333333334,182.44166666666666,0.0,183.52941176470588,153.64705882352942,56.075,237.45,197.65,55.78151260504202,227.8403361344538,189.10084033613447
23-05-2024,45.458333333333336,161.0,140.125,9.333333333333334,140.94444444444446,127.0,44.57575757575758,155.8030303030303,137.04545454545453,42.083333333333336,188.08333333333334,163.16666666666666
24-05-2024,48.125,159.0,139.33333333333334,2.2857142857142856,138.95238095238096,126.0,45.297872340425535,142.08510638297872,128.11702127659575,36.875,161.54166666666666,145.01666666666668
25-05-2024,60.083333333333336,219.04166666666666,181.125,12.631578947368421,197.0,170.57894736842104,57.075268817204304,178.67741935483872,159.78494623655914,44.75,199.125,173.40833333333333
26-05-2024,79.875,289.7916666666667,266.875,33.27777777777778,252.55555555555554,220.88888888888889,49.91919191919192,170.5252525252525,161.53535353535352,53.208333333333336,248.54166666666666,234.00833333333333
27-05-2024,78.79166666666667,311.4166666666667,283.4583333333333,30.55,268.5,231.55,70.42268041237114,218.82474226804123,188.03092783505156,65.5,283.9583333333333,250.86666666666667
28-05-2024,71.79166666666667,300.125,268.5,42.083333333333336,240.875,216.33333333333334,62.583333333333336,195.79166666666666,191.13541666666666,65.83333333333333,285.2083333333333,254.86666666666667
29-05-2024,50.99173553719008,300.20661157024796,262.31404958677683,27.1,300.1,262.9,53.955555555555556,269.5777777777778,235.8,61.141666666666666,290.5833333333333,246.54166666666666
30-05-2024,43.125,267.375,229.25,8.75,219.75,187.41666666666666,38.53260869565217,218.29347826086956,183.92391304347825,51.61363636363637,278.02272727272725,235.0
31-05-2024,56.016949152542374,292.4491525423729,275.91525423728814,12.678571428571429,211.53571428571428,210.53571428571428,40.53947368421053,192.31578947368422,165.42105263157896,46.741573033707866,255.47191011235955,224.68539325842696
